"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
64029,12/31/2023 0:00:00,18257,WISE,750000,0,19808164,5313444,752600,1197915,0,0,0,0,0,4190220,2902726,69617,33506,0,0,158031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27796,0,0,10877,5199,9821,0,0,15020,13,0,159205,0,0,37438,24993,0,0,62431,2,0,0,0,147980,0,147980,1,0,0,92876,0,0,92876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229638,3031,0,422847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1552,29479318,4,365622,0,0,0,0,0,8282229,0,0,0,0,0,0,0
64030,12/31/2023 0:00:00,18258,WISe,8213000,25,32866480,12246000,1013400,1013400,0,0,0,0,0,1098253,1522920,152161,18514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14290,0,0,28722,9484,22584,357,0,32425,16,0,984168,0,208485,192570,139836,12394,0,344800,19,35325,0,19456,0,0,19456,1,0,85007,0,0,0,85007,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,18749207,0,0,0,0,289,3613771,0,5133204,0,0,0,0,0,0,0
64034,12/31/2023 0:00:00,18262,WISe,0,0,4863626,0,0,120579,0,0,0,0,0,171172,0,0,0,50783,7727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7708,35863,1650,0,0,37513,11,0,25675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61538,0,0,54022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524015,0,0,0,0,0,0,0
64036,12/31/2023 0:00:00,18264,WISe,0,0,5071369,1806306,0,185200,0,0,2000,0,0,1841174,0,35415,2103,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11063,0,0,43245,14436,0,0,0,14436,3,190219,169299,0,219058,878,4065,0,0,4943,2,343728,0,0,0,0,0,0,172000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385895,38981,0,277411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,34533346,0,0,0,0,0,0,0,3235387,0,0,0,0,0,0,0
64037,12/31/2023 0:00:00,18265,WISe,23712000,0,36376040,9351218,127900,542209,0,0,283127,0,0,3981795,0,174537,28928,42726,30639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15661,0,0,39512,18302,246,0,0,18548,7,0,148549,0,86374,64365,80990,3900,0,149255,24,203384,0,0,0,0,0,0,113634,149224,0,0,0,149224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396101,203384,0,415935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,21643179,0,0,0,0,633,4641535,0,3966723,0,0,0,0,0,0,0
64038,12/31/2023 0:00:00,18266,WISe,15168000,0,15651195,0,12500,62500,0,0,0,0,0,54409,0,5159,29474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,0,0,9034,0,4130,0,0,4130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3275,0,0,0,14278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510412,0,0,0,0,0,0,0
64049,12/31/2023 0:00:00,18277,WISe,8815000,0,178689884,464137445,46783897,46783897,1592244,21735,673437,6127,1187948,95718560,613155828,3852777,925725,43688,14517,0,0,14066,5553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17374,4802,0,0,10069,1375,0,0,998838,0,74560,543861,208870,249240,26567,0,484677,197,472358,2718038,0,276271,393614,218095,89143,0,700852,46,2868131,978178,365230,59801,1697886,3101095,32,1229797,516571,603867,125258,82363,1328059,28,0,0,0,0,0,0,0,1091125,0,0,0,0,0,0,432840,0,1130419,0,0,1130419,4,3938406,0,0,0,0,0,0,1831285,113648,92572,0,0,206220,3,1586590,0,173028,95000,212275,480303,5,0,0,0,0,0,0,0,204435,70070,0,0,457468,5,0,0,0,0,0,0,0,31172,1112,9017,6884,0,17013,11,6863185,0,0,6174879,1945348,387398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19890,409033075,0,0,0,0,179,2189474,0,84418524,3409288,-29897,0,74127110,170182146,281198826,525508082
64056,12/31/2023 0:00:00,18284,WISe,11256000,0,11937843,0,0,84200,0,0,0,0,0,947070,0,159871,21435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6667,0,0,45245,25779,13166,224,0,39169,89,1329,50523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84298,45417,0,46743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,853855,0,0,0,0,0,0,0,1064469,0,0,0,0,0,0,0
64059,12/31/2023 0:00:00,18287,WISe,5477000,0,11542047,17978021,0,58310,0,0,0,0,0,508308,0,3564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1697351,0,0,0,0,0,0,0
64062,12/31/2023 0:00:00,18290,WISe,39718005,0,42906595,0,0,100350,0,0,0,0,0,426922,0,0,0,9427,1150,631,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5748,0,5748,1,0,19491,0,0,0,0,0,0,0,0,170228,19600,20173,5702,0,45475,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39091,45475,0,5748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827640,0,0,0,0,0,0,0
64067,12/31/2023 0:00:00,18295,WISe,9706000,0,13155230,0,400000,400000,0,0,6981,0,0,88339,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758118,0,0,0,0,0,0,0
64084,12/31/2023 0:00:00,18312,WISe,1992000,0,91477016,94019640,4128287,4138187,0,0,428905,0,0,42528351,25924112,2336290,826273,74,901,0,0,0,0,1410,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2378,0,0,13235,50,0,0,35244,0,0,297162,151387,294743,47951,0,494081,137,286742,2584403,0,883103,229164,271471,159711,0,660346,34,4493919,764364,458910,2253,118164,1343691,7,259335,44757,112335,104256,0,261348,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9162,0,0,9162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4096061,0,0,5369135,40970,0,0,0,0,0,28700000,2455546,0,0,0,0,0,0,0,0,0,0,14945,288999767,0,0,0,0,844,25284572,0,34754363,277903,0,46838732,3397100,16688542,16978053,37063695
64089,12/31/2023 0:00:00,18317,WISe,600000,0,745661,2473000,0,41795,0,0,0,0,0,116356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,0,0,0,9106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325912,0,0,0,0,0,0,0
64103,12/31/2023 0:00:00,18331,WISe,26368005,0,32103653,0,0,169471,0,0,0,0,0,647361,0,253939,2226,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3050,0,0,19341,62806,115661,32924,5328,216719,28,32396,63559,0,115471,8688,35371,0,0,44059,7,0,179914,0,0,0,179914,1,0,48986,49165,0,23469,121620,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399399,175018,0,412052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2047,2293945,0,0,0,0,0,0,0,3476013,0,0,0,0,0,0,0
64108,12/31/2023 0:00:00,18336,WISE,949411,0,1100492,0,0,500,0,0,0,0,0,14913,0,1616,2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7654,0,0,17839,0,17839,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117983,0,0,0,0,0,0,0
64110,12/31/2023 0:00:00,18338,WISe,11444000,0,23595647,0,0,600000,0,0,0,0,0,5934500,0,51593,1169,51805,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12162,0,0,9588,0,3137,0,0,3137,1,0,1021236,0,63239,0,35130,87091,0,122221,7,0,0,0,0,0,0,0,0,154971,0,0,0,154971,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188369,0,0,2627937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4462,72081212,0,0,0,0,128,2337914,0,6954191,0,0,0,0,0,0,0
64122,12/31/2023 0:00:00,18350,WISe,3198000,1413,5298112,6381890,188939,314484,0,0,59540,0,0,734755,0,282219,41364,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16591,0,0,70473,42261,42808,0,0,85069,13,95656,33675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188183,68887,0,89193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,17506844,0,0,0,0,0,0,0,2569285,0,0,0,0,0,0,0
64131,12/31/2023 0:00:00,18359,WISe,0,0,424115681,1093305006,73012116,74012116,0,315583,1273140,0,0,93522089,40271415,42661355,3009271,0,0,55051,50438,124059,201451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4484092,0,0,8902141,5585367,12755676,70834,0,18411877,3641,1055214,7144039,0,0,0,0,0,0,0,0,9661550,3780949,1987058,973371,734320,7475698,90,4036851,813222,1226280,286914,538568,2864984,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3901449,3901449,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22862883,7167444,0,36657389,3901449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88605,1763437555,0,0,0,0,50976,243234115,0,283897920,0,-159083,1408267775,0,227892109,20374420,248266529
64140,12/31/2023 0:00:00,18368,WISe,0,0,4953008,7303224,1057500,1057500,0,0,0,0,0,3204557,0,11043,1232,124858,52787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10950,0,0,136,0,6666,0,0,6666,3,31085,606494,0,161225,33540,14288,15083,0,62911,6,619009,508182,140879,0,0,649061,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190251,0,0,978709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,26458593,0,0,0,0,115,1234638,0,2921671,0,0,0,0,0,0,0
64144,12/31/2023 0:00:00,18372,WISe,0,0,9460117,23926038,199300,199300,0,0,0,0,0,4422538,0,74290,29995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8361,0,0,21891,13516,30037,0,0,43553,7,0,0,0,8863,0,0,0,0,0,0,135628,124831,125255,41098,0,291184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146708,0,0,239668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1505475,0,3483838,0,0,0,0,0,0,0
64145,12/31/2023 0:00:00,18373,WISe,16717000,0,18582487,0,0,294400,0,0,0,0,0,377874,0,23288,3298,42348,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3833,0,0,3316,0,4167,0,0,4167,3,27206,196507,0,95316,7052,35745,12351,0,55148,5,0,0,0,0,0,0,0,34844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234598,0,0,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,14241109,0,0,0,0,127,1969064,0,2395857,0,0,0,0,0,0,0
64166,12/31/2023 0:00:00,18394,WISe,0,0,46684875,114902210,10844501,10844501,0,0,152806,47500,597208,63688817,161632591,751122,173802,186580,27711,0,0,13679,29462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78491,5035,141488,0,0,123983,24335,19589,0,0,43924,18,275884,781756,0,1829088,244670,616270,427788,0,1288728,19,42452,328849,71463,96323,54754,551389,4,205572,164309,304104,44602,93404,606419,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1961291,0,965648,2877013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11215,224374787,45,3472270,0,0,1925,180197135,0,44922522,0,0,0,4832707,125025291,144997054,274855052
64168,12/31/2023 0:00:00,18396,WISe,13934000,0,18209313,40286613,105100,239584,0,0,0,0,0,6184691,0,44431,11154,0,4441,0,0,6830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11128,0,0,10865,8105,2927,6174,0,17206,4,2126,79436,0,7759,0,0,0,0,0,0,1060022,0,0,0,0,0,0,35154,36238,0,0,0,36238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137033,192007,0,356858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374,9440578,0,0,0,0,0,0,0,4542864,0,0,0,0,0,0,0
64169,12/31/2023 0:00:00,18397,WISe,3750000,0,7405962,11848661,220300,368710,0,0,29967,0,0,1302690,0,332893,27788,20459,3541,0,18009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12934,0,0,85439,72748,43686,45752,19,162205,121,70629,377409,0,80085,28012,4935,90334,0,123281,8,0,0,0,0,0,0,0,149882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14083,0,0,27852,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575501,104779,0,1180163,0,13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4152916,0,0,0,0,0,0,0
64171,12/31/2023 0:00:00,18399,WISe,3223110,0,44492362,32569331,8502061,9294452,0,83995,33013,0,260220,32394091,79194770,993388,121441,2348326,207303,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175819,0,0,401925,145758,403021,129346,0,678125,115,103152,121757,0,3642755,1101910,1988431,583871,6461,3680673,93,2087733,856048,2436603,423393,0,3716044,6,1457434,547047,110292,552099,91963,1301401,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3051491,1159837,0,9755113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,6624755,1874,46829210,0,0,494,17719627,0,36148647,173523,0,89301781,0,95053158,651992,95705150
64186,12/31/2023 0:00:00,18414,WISe,2345000,0,3072677,1200000,0,5000,0,0,0,0,0,45567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8353,2517,0,0,10870,0,0,3922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448860,0,0,0,0,0,0,0
64191,12/31/2023 0:00:00,18419,WISe,744000,0,8477854,0,0,325470,0,0,15000,0,0,1230001,0,5018,3998,0,8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4503,0,0,0,470,1068,0,0,1538,2,0,96294,0,95379,14556,8666,0,0,23222,4,232174,0,251877,9313,36156,297346,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193878,0,193878,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31644,0,31644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115823,0,0,874444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808,56902955,0,0,0,0,286,3924926,0,4082190,0,0,0,0,0,0,0
64196,12/31/2023 0:00:00,18424,WISe,500000,0,977015,28718955,99100,419500,0,0,0,0,0,1707556,1470418,18162,4936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11271,0,0,471,1335,7509,2060,0,10904,4,997,32683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17051,17051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19051,0,19051,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46286,4749,0,27850,19051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41976,3297629,0,0,0,0,0,0,0,1176179,0,0,0,0,0,0,0
