"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
68450,12/31/2023 0:00:00,8331,0,0,0,0,0,0,10042638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465117,12958145,0,0,0,0,1450390,2,14,0,0,0,0,0,0,2,13,2,14,19,0,0,0,0,0,16,515,266,0,0,0,0,0,0,94
68451,12/31/2023 0:00:00,25267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94949,249348,0,0,0,0,154399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
68453,12/31/2023 0:00:00,2536,0,0,0,0,0,0,122429278,0,0,0,0,0,0,0,76802697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11762712,0,0,0,228434477,0,0,0,0,17439790,61,0,0,0,0,0,13,0,14,0,60,0,60,1,0,33,0,1,61,2662,2564,0,0,0,0,0,0,287
68456,12/31/2023 0:00:00,4498,0,0,0,0,0,0,100176453,0,0,0,0,0,0,0,236690515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21734243,0,0,1252500,436753876,0,0,0,0,76900165,231,34,0,0,0,0,0,4,4,0,231,4,235,0,30,227,0,30,265,2182,2119,0,0,0,0,0,0,343
68457,12/31/2023 0:00:00,1126,0,0,0,0,0,0,277300464,0,0,0,0,0,0,0,242031873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13470143,0,0,0,571559499,0,0,0,0,38757019,457,1,0,0,0,0,0,1,25,0,457,1,458,0,0,432,0,0,458,1383,2849,0,0,0,0,0,0,458
68458,12/31/2023 0:00:00,2947,0,0,0,0,0,0,85194336,0,0,0,0,0,0,0,111416822,0,0,0,0,0,0,0,0,0,5398151,0,0,0,0,23064815,0,0,1100000,245990837,0,0,0,0,25214864,124,1,0,18,0,0,42,0,50,1,99,1,100,7,0,2,0,25,125,1026,1103,0,0,0,0,0,0,974
68459,12/31/2023 0:00:00,11611,0,0,0,0,0,0,76784772,0,0,0,0,0,0,0,52383849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359132,0,0,4984872,135512625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,473,774,0,0,0,0,0,0,1604
68460,12/31/2023 0:00:00,295,0,0,0,0,0,0,21681009,0,0,0,0,0,0,0,47011318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,68892327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,544,0,0,0,0,0,0,2489
68463,12/31/2023 0:00:00,4068,0,0,0,0,0,0,2459000,0,0,0,0,0,0,0,304764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35300,0,0,259100,4692248,0,0,0,0,1634084,0,5,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,5,44,62,0,0,0,0,0,0,15
68465,12/31/2023 0:00:00,5557,0,0,0,0,0,0,878941098,0,0,0,0,0,0,0,261137656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66733075,0,0,35625776,1393409564,0,0,0,0,150971959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11632,3485,0,0,0,0,0,0,1794
68469,12/31/2023 0:00:00,26359,0,0,0,0,0,0,348705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1214982,1563687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,56,0,0,0,0,0,0,118
68471,12/31/2023 0:00:00,1795,0,0,0,0,0,0,48657089,0,0,0,0,0,0,0,64229355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34595605,0,0,0,155980429,0,0,0,0,8498380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1379,1285,47,0,0,0,0,0,997
68474,12/31/2023 0:00:00,591,0,0,0,0,0,0,31494727,0,0,0,0,0,0,0,20926263,0,0,0,0,0,0,0,0,0,156872,0,0,0,0,2748226,0,0,0,59990516,0,0,0,0,4821300,53,18,0,0,0,0,23,0,14,0,37,0,37,16,18,0,0,38,71,842,604,0,0,0,0,0,0,1210
68476,12/31/2023 0:00:00,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59466682,0,0,0,0,0,0,0,0,0,715000,0,0,0,0,5055908,0,0,59679709,125707811,0,0,0,0,1505512,124,1,0,0,0,0,45,0,36,1,109,1,110,15,0,28,0,15,125,819,1858,0,0,0,0,0,0,2511
68479,12/31/2023 0:00:00,14030,0,0,0,0,0,0,12342977,0,0,0,0,0,0,0,65676707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249726,0,0,0,86907009,0,0,0,0,7637599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836,376,0,0,0,0,0,0,51
68482,12/31/2023 0:00:00,22706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6750627,0,0,0,0,6750627,24,0,1,0,0,0,1,0,1,0,3,0,3,20,0,0,0,24,24,440,80,0,0,0,0,0,0,1397
68483,12/31/2023 0:00:00,7990,0,0,0,0,0,0,30914440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582912,0,0,0,34482557,0,0,0,0,2985205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,421,0,0,0,0,0,0,4509
68485,12/31/2023 0:00:00,23819,0,0,0,0,0,0,18719082,0,0,0,0,0,0,0,23256492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4306525,0,0,0,46282099,0,0,0,0,0,364,0,0,0,0,0,0,0,243,0,364,0,364,0,0,121,0,0,364,404,400,0,0,0,0,0,0,301
68487,12/31/2023 0:00:00,379,0,0,0,0,0,0,4184046,0,0,0,0,0,0,0,7759633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428612,0,0,0,12420831,0,0,0,0,48540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,130,0,0,0,0,0,0,42
68490,12/31/2023 0:00:00,3639,0,0,0,0,0,0,453973390,0,0,0,0,0,0,0,1482933058,0,0,0,0,0,0,0,0,0,47032030,0,0,0,0,174886959,0,0,73449585,2185242992,0,0,0,0,0,1454,1,38,351,0,0,411,0,317,0,772,1,773,293,0,37,1,682,1455,22818,10120,71,0,0,0,0,0,49667
68491,12/31/2023 0:00:00,3930,0,0,0,0,0,0,1357804,0,0,0,0,0,0,0,2098196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170502,0,0,0,3626502,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,101,29,0,0,0,0,0,0,12
68493,12/31/2023 0:00:00,21448,0,0,0,0,0,0,17632280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12499704,0,0,0,48753162,0,0,0,0,18621178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,492,0,0,0,0,0,0,7240
68494,12/31/2023 0:00:00,3827,0,0,0,0,0,0,55809858,0,0,0,0,0,0,0,153674139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9708559,243568484,0,0,0,0,24375928,0,35,0,0,0,0,0,0,0,15,0,35,35,0,0,0,20,0,35,1415,1284,0,0,0,0,0,0,2127
68495,12/31/2023 0:00:00,657,0,0,0,0,0,0,9497032,0,0,0,0,0,0,0,5246842,0,0,0,0,0,0,0,0,0,9606525,0,0,0,0,560622,0,0,334533,23276065,0,0,0,0,7637036,64,13,0,5,0,0,0,10,16,0,17,12,29,42,1,0,0,48,77,313,417,0,0,0,0,0,0,2833
68502,12/31/2023 0:00:00,3360,0,0,0,0,0,0,20296170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78468,0,0,0,0,4123493,0,0,0,49332187,0,0,0,0,24912524,5,68,0,0,0,0,5,0,0,0,5,0,5,0,68,0,0,68,73,788,2050,0,0,0,0,0,0,544
68503,12/31/2023 0:00:00,1108,0,0,0,0,0,0,24989398,0,0,0,0,0,0,0,34736803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1605238,0,0,0,86412803,0,0,0,0,25081364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,638,0,0,0,0,0,0,579
68505,12/31/2023 0:00:00,11855,0,0,0,0,0,0,14434690,0,0,0,0,0,0,0,72348420,0,0,0,0,0,0,0,0,0,37341,0,0,0,0,7777775,0,0,0,109418409,0,0,0,0,14857524,67,1,1,1,0,0,15,1,44,0,65,1,66,0,0,6,0,2,68,1017,735,1,0,0,0,0,0,330
68508,12/31/2023 0:00:00,6724,0,0,0,0,0,0,172914,0,0,0,0,0,0,0,626623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57797,860200,0,0,0,0,2866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,49,0,0,0,0,0,0,63
68510,12/31/2023 0:00:00,737,0,0,0,0,0,0,25970125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26131454,0,0,0,0,298,0,0,4271715,52065320,0,0,0,0,21823182,937,6,0,0,0,0,140,2,37,3,513,5,518,247,1,121,0,423,943,4054,1388,149,214,177,0,0,391,2315
68511,12/31/2023 0:00:00,1804,0,0,0,0,0,0,63064098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292227,0,0,2189527,70308880,0,0,0,0,2763028,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,758,1212,0,0,0,0,0,61
68513,12/31/2023 0:00:00,26376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
68517,12/31/2023 0:00:00,10773,0,0,0,0,0,0,114476067,0,0,0,0,0,0,0,100372594,0,0,0,0,0,0,0,0,0,10644315,0,0,0,0,12525810,0,0,0,231476071,0,0,0,0,4101600,52,27,4,27,0,0,13,2,7,19,21,26,47,0,1,0,0,20,79,696,470,0,0,0,0,0,0,5884
68524,12/31/2023 0:00:00,2550,0,0,0,0,0,0,2323404,0,0,0,0,0,0,0,2737441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322744,0,0,0,8066596,0,0,0,0,2683007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,84,110,0,0,0,0,0,359
68529,12/31/2023 0:00:00,26389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223109,0,0,0,0,223109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
68530,12/31/2023 0:00:00,5678,0,0,0,0,0,0,91295368,0,0,0,0,0,0,0,32508729,0,0,0,0,0,0,0,0,0,29337068,0,0,0,0,0,0,0,12618766,136422863,0,0,0,0,0,422,0,0,37,0,0,97,0,56,0,209,0,209,171,0,15,0,213,422,5188,1811,0,35,5,0,0,40,3425
68531,12/31/2023 0:00:00,8070,0,0,0,0,0,0,5242178,0,0,0,0,0,0,0,9043921,0,0,0,0,0,0,0,0,0,294410,0,0,0,0,1026308,0,0,0,15537407,0,0,0,0,225000,0,11,0,0,0,0,0,0,0,10,0,11,11,0,0,0,0,0,11,439,265,15,0,0,0,0,0,638
68536,12/31/2023 0:00:00,8605,0,0,0,0,0,0,225473517,0,0,0,0,0,0,0,199677697,0,0,0,0,0,0,0,0,0,67431997,0,0,0,0,34708702,0,0,16839840,524608518,0,0,0,0,47908762,453,116,1,1,0,0,171,39,119,34,389,112,512,62,4,78,27,59,569,5569,7387,4,0,0,0,0,0,11988
68540,12/31/2023 0:00:00,9852,0,0,0,0,0,0,72775511,0,0,0,0,0,0,0,78700731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1595944,0,0,0,165624212,0,0,0,0,12552026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,969,0,0,0,0,0,0,97
68542,12/31/2023 0:00:00,8532,0,0,0,0,0,0,719571,0,0,0,0,0,0,0,6000812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246482,0,0,0,6966865,0,0,0,0,0,0,16,0,0,0,0,0,8,0,7,0,15,15,0,1,0,0,1,16,156,92,0,0,0,0,0,0,72
68545,12/31/2023 0:00:00,12279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1797025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2032023,0,0,0,0,234998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,18,0,0,0,0,0,0,130
68546,12/31/2023 0:00:00,13055,0,0,0,0,0,0,3172325,0,0,0,0,0,0,0,8594320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268704,0,0,0,12035349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,200,0,0,0,0,0,0,112
68547,12/31/2023 0:00:00,26401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
68549,12/31/2023 0:00:00,522,0,0,0,0,0,0,3314283,0,0,0,0,0,0,0,2626270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190778,0,0,0,6680823,0,0,0,0,549492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,0,0,0,0,0,0,20
68557,12/31/2023 0:00:00,2937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,1,0,0,0,2,1,3,0,0,0,0,28,31,28,0,0,1,28,1,0,30,26
68558,12/31/2023 0:00:00,4905,0,0,0,0,0,0,89970202,0,0,0,0,0,0,0,308511044,0,0,0,0,0,0,0,0,0,11087295,0,0,0,0,6734636,0,0,264289,438796746,0,0,0,0,33316575,179,34,0,15,0,0,59,0,76,34,142,34,176,22,0,6,0,37,213,2411,3084,10,0,0,0,0,0,1252
68559,12/31/2023 0:00:00,733,0,0,0,0,0,0,4427875,0,0,0,0,0,0,0,6295409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7862191,0,0,1173322,22601985,0,0,0,0,2843188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,561,172,0,0,0,0,0,0,622
68560,12/31/2023 0:00:00,13681,0,0,0,0,0,0,96618698,0,0,0,0,0,0,0,13892383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4233635,0,0,8741503,128594331,0,0,0,0,5108112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,2335,0,0,0,0,0,0,75
68561,12/31/2023 0:00:00,25569,0,0,0,0,0,0,5661317,0,0,0,0,0,0,0,21886657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532965,0,0,0,33410439,0,0,0,0,5329500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,436,0,0,0,0,0,0,120
68562,12/31/2023 0:00:00,278,0,0,0,0,0,0,2272041,0,0,0,0,0,0,0,4304204,0,0,0,0,0,0,0,0,0,25470,0,0,0,0,0,0,0,0,7350156,0,0,0,0,773911,0,38,0,0,0,0,0,15,0,17,0,38,38,0,0,0,5,0,38,223,58,3,0,0,0,0,0,81
68563,12/31/2023 0:00:00,1894,0,0,0,0,0,0,2250306,0,0,0,0,0,0,0,12812730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397019,0,0,0,17042900,0,0,0,0,1582845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919,28,0,0,0,0,0,0,1672
68565,12/31/2023 0:00:00,3860,0,0,0,0,0,0,543821136,0,0,0,0,0,0,0,310852387,0,0,0,0,0,0,0,0,0,159176479,0,0,0,0,3622912,0,0,20030199,1009414250,0,0,0,0,131087616,877,2,0,569,0,0,70,0,54,0,196,2,198,112,0,9,0,681,879,5007,7536,0,0,0,0,0,0,2757
68567,12/31/2023 0:00:00,4904,0,0,0,0,0,0,2209940,0,0,0,0,0,0,0,7403819,0,0,0,0,0,0,0,0,0,7332237,0,0,0,0,4462418,0,0,0,19489373,0,0,0,0,5413196,138,0,1,1,0,0,68,0,14,0,88,0,88,48,0,2,0,50,138,480,123,3,2,0,0,0,2,1717
68571,12/31/2023 0:00:00,6985,0,0,0,0,0,0,43042876,0,0,0,0,0,0,0,1358044,0,0,0,0,0,0,0,0,0,1550001,0,0,0,0,0,0,0,1519385,48446254,0,0,0,0,2525949,44,13,0,0,0,0,24,0,20,13,44,13,56,0,0,0,0,0,57,589,2540,0,0,0,0,0,0,528
68572,12/31/2023 0:00:00,631,0,0,0,0,0,0,16352306,0,0,0,0,0,0,0,19452442,0,0,0,0,0,0,0,0,0,1076000,0,0,0,0,1965446,0,0,0,45284914,0,0,0,0,7514720,36,19,2,2,0,0,11,4,4,10,18,19,37,14,0,2,1,18,55,1591,556,1,1,0,0,0,1,770
68574,12/31/2023 0:00:00,4589,0,0,0,0,0,0,88471251,0,0,0,0,0,0,0,191752374,0,0,0,0,0,0,0,0,0,134723706,0,0,0,0,9578153,0,0,42315465,340707976,0,0,0,0,8590733,492,14,2,9,0,0,66,0,88,3,401,14,415,80,0,226,6,91,506,5351,1978,5,0,0,0,0,0,2652
68575,12/31/2023 0:00:00,5056,0,0,0,0,0,0,31220292,0,0,0,0,0,0,0,111570903,0,0,0,0,0,0,0,0,0,45002207,0,0,0,0,4818503,0,0,5661714,178253673,0,0,0,0,24982261,572,6,13,54,0,0,67,1,104,3,236,6,242,269,0,41,1,336,578,1601,1455,36,1,0,0,0,1,3514
68576,12/31/2023 0:00:00,14230,0,0,0,0,0,0,106714168,0,0,0,0,0,0,0,207640386,0,0,0,0,0,0,0,0,0,294948,0,0,0,0,3810422,0,0,1633135,343117369,0,0,0,0,23319258,100,0,0,12,0,0,34,0,36,0,80,0,80,8,0,9,0,20,100,2108,2719,1,0,0,0,0,0,7707
68577,12/31/2023 0:00:00,5294,0,0,0,0,0,0,64614668,0,0,0,0,0,0,0,62889807,0,0,0,0,0,0,0,0,0,21536685,0,0,0,0,8788646,0,0,3529165,153171268,0,0,0,0,13348982,289,0,1,4,0,0,0,0,85,0,209,0,209,75,0,102,0,80,289,4124,1303,19,16,0,0,0,16,309
68579,12/31/2023 0:00:00,15012,0,0,0,0,0,0,928822485,0,0,0,0,0,0,0,1171705993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80883482,0,0,789000,2182200960,0,0,0,0,0,5,90,0,0,0,0,0,2,5,76,5,90,95,0,0,0,12,0,95,5875,13228,0,0,0,0,0,0,5030
68581,12/31/2023 0:00:00,3302,0,0,0,0,0,0,47051174,0,0,0,0,0,0,0,182362873,0,0,0,0,0,0,0,0,0,54724170,0,0,0,0,36428440,0,0,0,505084233,0,0,0,0,239241746,783,9,0,0,0,0,173,2,136,5,501,7,507,279,2,140,0,182,792,3169,1176,27,37,3,0,0,40,1145
68583,12/31/2023 0:00:00,18001,0,0,0,0,0,0,50304250,0,0,0,0,0,0,0,48210176,0,0,0,0,0,0,0,0,0,7165111,0,0,0,0,924297,0,0,23022828,157591659,0,0,0,0,35130108,272,13,4,11,0,0,37,0,45,13,169,13,256,87,0,16,0,102,285,1600,3545,38,22,1,0,0,23,1772
68584,12/31/2023 0:00:00,4463,0,0,0,0,0,0,2311752,0,0,0,0,0,0,0,6929360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,0,0,25323,10446630,0,0,0,0,1179780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,56,0,0,0,0,0,0,132
68586,12/31/2023 0:00:00,1093,0,0,0,0,0,0,3664796,0,0,0,0,0,0,0,3954444,0,0,0,0,0,0,0,0,0,433651,0,0,0,0,377914,0,0,0,11328932,0,0,0,0,3331778,61,0,32,0,0,0,5,0,8,0,13,0,13,16,0,0,0,48,61,716,7,0,0,0,0,0,0,524
68587,12/31/2023 0:00:00,23780,0,0,0,0,0,0,1385384,0,0,0,0,0,0,0,6595780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8293931,0,0,0,0,312767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,105,0,0,0,0,0,0,206
68588,12/31/2023 0:00:00,21555,0,0,0,0,0,0,157910128,0,0,0,0,0,0,0,657210837,0,0,0,0,0,0,0,0,0,14157274,0,0,0,0,692268,0,0,240000,844009577,0,0,0,0,27956344,428,1,0,100,0,0,53,0,74,1,327,1,328,1,0,199,0,101,429,2923,2915,0,1,0,0,0,1,4680
68589,12/31/2023 0:00:00,15446,0,0,0,0,0,0,4073223,0,0,0,0,0,0,0,33092898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722382,0,0,0,43709085,0,0,0,0,4820582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,752,0,0,0,0,0,0,104
68595,12/31/2023 0:00:00,3439,0,0,0,0,0,0,33486209,0,0,0,0,0,0,0,31805195,0,0,0,0,0,0,0,0,0,24796333,0,0,0,0,4473128,0,0,0,90107459,0,0,0,0,20342927,394,102,0,10,0,0,30,0,141,19,353,19,404,24,83,59,0,160,496,2372,1402,101,95,7,0,0,102,3712
68596,12/31/2023 0:00:00,6776,0,0,0,0,0,0,535527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266032,0,0,0,0,642150,0,0,52005,3821722,0,0,0,0,2592040,2,51,0,0,0,0,2,7,0,30,2,51,53,0,0,0,10,0,53,182,54,0,0,0,0,0,0,106
68597,12/31/2023 0:00:00,23046,0,0,0,0,0,0,595207,0,0,0,0,0,0,0,44014112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395054,0,0,0,54855855,0,0,0,0,9851482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,129,0,0,0,0,0,0,403
68598,12/31/2023 0:00:00,21527,0,0,0,0,0,0,169449346,0,0,0,0,0,0,0,386485560,0,0,0,0,0,0,0,0,0,295828,0,0,0,0,27382788,0,0,0,612825350,0,0,0,0,29507656,48,0,13,20,0,0,0,0,13,0,13,0,13,2,0,0,0,35,48,4884,5445,5,0,0,0,0,0,3252
68599,12/31/2023 0:00:00,24033,0,0,0,0,0,0,8538263,0,0,0,0,0,0,0,62093274,0,0,0,0,0,0,0,0,0,475673,0,0,0,0,0,0,0,9974078,84044068,0,0,0,0,3438453,81,177,0,0,0,0,21,24,2,126,81,175,201,0,2,54,22,2,258,534,456,1,0,0,0,0,0,2507
68600,12/31/2023 0:00:00,13208,0,0,0,0,0,0,317198831,0,0,0,0,0,0,0,444549699,0,0,0,0,0,0,0,0,0,155411080,0,0,0,0,22306820,0,0,145134125,933484061,0,0,0,0,4294586,1168,7,1,20,0,0,336,3,530,4,980,7,987,149,0,59,0,188,1175,7641,8264,50,26,18,0,0,44,5540
68601,12/31/2023 0:00:00,14475,0,0,0,0,0,0,532800506,0,0,0,0,0,0,0,920847799,0,0,0,0,0,0,0,0,0,192703834,0,0,0,0,121032052,0,0,9778890,1588604932,0,0,0,0,4145685,684,30,19,66,0,0,121,0,235,23,439,30,469,160,0,67,1,245,714,14206,7217,6,1,0,0,0,1,5510
68602,12/31/2023 0:00:00,11023,0,0,0,0,0,0,3936673,0,0,0,0,0,0,0,5933916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203822,0,0,0,16600424,0,0,0,0,6526013,15,6,0,0,0,0,0,0,0,6,2,6,8,13,0,0,0,13,21,163,181,22,0,0,0,0,0,289
68603,12/31/2023 0:00:00,26429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
68604,12/31/2023 0:00:00,16291,0,0,0,0,0,0,35869060,0,0,0,0,0,0,0,36135256,0,0,0,0,0,0,0,0,0,217591751,0,0,0,0,3682976,0,0,3636716,79324008,0,0,0,0,0,3738,31,4,404,0,0,264,1,440,6,1402,31,1433,967,0,61,7,2336,3769,1626,1358,121,583,961,0,0,1544,12252
68605,12/31/2023 0:00:00,13039,0,0,0,0,0,0,209256,0,0,0,0,0,0,0,71201054,0,0,0,0,0,0,0,0,0,968204,0,0,0,0,31133608,0,0,109378,159923068,0,0,0,0,57269772,45,0,0,0,0,0,15,0,16,0,31,0,31,14,0,0,0,14,45,1523,817,0,0,0,0,0,0,1371
68606,12/31/2023 0:00:00,8824,0,0,0,0,0,0,2167881,0,0,0,0,0,0,0,5466431,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,5314882,0,0,0,13256976,0,0,0,0,307782,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,246,553,0,0,0,0,0,0,409
68607,12/31/2023 0:00:00,6149,0,0,0,0,0,0,215380057,0,0,0,0,0,0,0,169950212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42847,448504767,0,0,0,0,63131651,72,6,1,0,0,0,3,0,13,4,16,5,20,55,1,0,1,57,78,2699,5849,0,0,0,0,0,0,3981
68608,12/31/2023 0:00:00,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73217957,0,0,0,0,0,0,0,0,0,1349617,0,0,0,0,33744,0,0,0,91160459,0,0,0,0,17908758,76,10,0,0,0,0,13,6,34,0,60,6,66,16,4,12,0,20,86,1329,470,0,0,0,0,0,0,1438
68609,12/31/2023 0:00:00,2078,0,0,0,0,0,0,17048542,0,0,0,0,0,0,0,33077317,0,0,0,0,0,0,0,0,0,2403615,0,0,0,0,0,0,0,605743,55468714,0,0,0,0,4737112,9,23,0,0,0,0,3,4,2,6,9,22,31,0,1,4,9,1,32,519,316,0,0,0,0,0,0,874
